id,trial,domain,domain_char,trial_domain,condition,condition_char,trial_condition,stimulus,stimulus_char,response,response_char,category,category_char,correct,change_point
1,113,1,Disease,41,11,heartwater,41,20,deer,0,healthy,0,healthy,1,FALSE
1,114,1,Disease,42,5,echinococcus,1,37,monkey,1,infected,1,infected,1,FALSE
1,115,1,Disease,43,5,echinococcus,2,28,goat,0,healthy,1,infected,0,FALSE
1,116,1,Disease,44,5,echinococcus,3,1,antelope,1,infected,0,healthy,0,FALSE
1,117,1,Disease,45,5,echinococcus,4,49,sheep,0,healthy,0,healthy,1,FALSE
1,118,1,Disease,46,5,echinococcus,5,14,chimpanzee,1,infected,1,infected,1,FALSE
1,119,1,Disease,47,5,echinococcus,6,60,zebra,1,infected,0,healthy,0,FALSE
1,120,1,Disease,48,5,echinococcus,7,29,gorilla,1,infected,1,infected,1,FALSE
1,121,1,Disease,49,5,echinococcus,8,35,lion,1,infected,1,infected,1,FALSE
1,122,1,Disease,50,5,echinococcus,9,31,horse,0,healthy,0,healthy,1,FALSE
1,123,1,Disease,51,5,echinococcus,10,15,chipmunk,1,infected,0,healthy,0,FALSE
1,124,1,Disease,52,5,echinococcus,11,58,tiger,1,infected,1,infected,1,FALSE
1,125,1,Disease,53,5,echinococcus,12,27,giraffe,1,infected,1,infected,1,FALSE
1,126,1,Disease,54,5,echinococcus,13,18,cow,0,healthy,0,healthy,1,FALSE
1,127,1,Disease,55,5,echinococcus,14,5,beaver,1,infected,0,healthy,0,FALSE
1,128,1,Disease,56,5,echinococcus,15,22,elephant,1,infected,1,infected,1,FALSE
1,129,1,Disease,57,5,echinococcus,16,20,deer,0,healthy,0,healthy,1,FALSE
1,130,1,Disease,58,5,echinococcus,17,45,rat,1,infected,0,healthy,0,FALSE
1,131,1,Disease,59,5,echinococcus,18,11,cat,1,infected,0,healthy,0,FALSE
1,132,1,Disease,60,5,echinococcus,19,44,rabbit,1,infected,0,healthy,0,FALSE
1,133,1,Disease,61,5,echinococcus,20,10,camel,0,healthy,1,infected,0,FALSE
1,134,1,Disease,62,5,echinococcus,21,21,dog,0,healthy,0,healthy,1,FALSE
1,135,1,Disease,63,5,echinococcus,22,60,zebra,0,healthy,0,healthy,1,FALSE
1,136,1,Disease,64,5,echinococcus,23,11,cat,0,healthy,0,healthy,1,FALSE
1,137,1,Disease,65,5,echinococcus,24,20,deer,0,healthy,0,healthy,1,FALSE
1,138,1,Disease,66,5,echinococcus,25,49,sheep,1,infected,0,healthy,0,FALSE
1,139,1,Disease,67,5,echinococcus,26,31,horse,0,healthy,0,healthy,1,FALSE
1,140,1,Disease,68,5,echinococcus,27,5,beaver,0,healthy,0,healthy,1,FALSE
1,141,1,Disease,69,5,echinococcus,28,18,cow,0,healthy,0,healthy,1,FALSE
1,142,1,Disease,70,5,echinococcus,29,10,camel,0,healthy,1,infected,0,FALSE
1,143,1,Disease,71,5,echinococcus,30,21,dog,0,healthy,0,healthy,1,FALSE
1,144,1,Disease,72,5,echinococcus,31,27,giraffe,0,healthy,1,infected,0,FALSE
1,145,1,Disease,73,5,echinococcus,32,14,chimpanzee,0,healthy,1,infected,0,FALSE
1,146,1,Disease,74,5,echinococcus,33,35,lion,1,infected,1,infected,1,FALSE
1,147,1,Disease,75,5,echinococcus,34,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,148,1,Disease,76,5,echinococcus,35,1,antelope,0,healthy,0,healthy,1,FALSE
1,149,1,Disease,77,5,echinococcus,36,44,rabbit,0,healthy,0,healthy,1,FALSE
1,150,1,Disease,78,5,echinococcus,37,58,tiger,0,healthy,1,infected,0,FALSE
1,151,1,Disease,79,5,echinococcus,38,37,monkey,0,healthy,1,infected,0,FALSE
1,152,1,Disease,80,5,echinococcus,39,22,elephant,0,healthy,1,infected,0,FALSE
1,153,1,Disease,81,5,echinococcus,40,28,goat,0,healthy,1,infected,0,FALSE
1,154,1,Disease,82,5,echinococcus,41,45,rat,0,healthy,0,healthy,1,FALSE
1,155,1,Disease,83,5,echinococcus,42,29,gorilla,0,healthy,1,infected,0,FALSE
1,156,1,Disease,84,5,echinococcus,43,1,antelope,1,infected,0,healthy,0,FALSE
1,157,1,Disease,85,5,echinococcus,44,29,gorilla,1,infected,1,infected,1,FALSE
1,158,1,Disease,86,5,echinococcus,45,14,chimpanzee,1,infected,1,infected,1,FALSE
1,159,1,Disease,87,5,echinococcus,46,20,deer,1,infected,0,healthy,0,FALSE
1,160,1,Disease,88,5,echinococcus,47,44,rabbit,1,infected,0,healthy,0,FALSE
1,161,1,Disease,89,5,echinococcus,48,27,giraffe,1,infected,1,infected,1,FALSE
1,162,1,Disease,90,5,echinococcus,49,5,beaver,0,healthy,0,healthy,1,FALSE
1,163,1,Disease,91,5,echinococcus,50,58,tiger,0,healthy,1,infected,0,FALSE
1,164,1,Disease,92,5,echinococcus,51,10,camel,0,healthy,1,infected,0,FALSE
1,165,1,Disease,93,5,echinococcus,52,35,lion,1,infected,1,infected,1,FALSE
1,166,1,Disease,94,5,echinococcus,53,18,cow,0,healthy,0,healthy,1,FALSE
1,167,1,Disease,95,5,echinococcus,54,45,rat,1,infected,0,healthy,0,FALSE
1,168,1,Disease,96,5,echinococcus,55,22,elephant,0,healthy,1,infected,0,FALSE
1,169,1,Disease,97,5,echinococcus,56,49,sheep,0,healthy,0,healthy,1,FALSE
1,170,1,Disease,98,5,echinococcus,57,21,dog,0,healthy,0,healthy,1,FALSE
1,171,1,Disease,99,5,echinococcus,58,11,cat,0,healthy,0,healthy,1,FALSE
1,172,1,Disease,100,5,echinococcus,59,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,173,1,Disease,101,5,echinococcus,60,28,goat,0,healthy,1,infected,0,FALSE
1,174,1,Disease,102,5,echinococcus,61,31,horse,0,healthy,0,healthy,1,FALSE
1,175,1,Disease,103,5,echinococcus,62,37,monkey,0,healthy,1,infected,0,FALSE
1,176,1,Disease,104,5,echinococcus,63,60,zebra,0,healthy,0,healthy,1,FALSE
1,177,1,Disease,105,5,echinococcus,64,49,sheep,1,infected,0,healthy,0,FALSE
1,178,1,Disease,106,5,echinococcus,65,22,elephant,0,healthy,1,infected,0,FALSE
1,179,1,Disease,107,5,echinococcus,66,14,chimpanzee,1,infected,1,infected,1,FALSE
1,180,1,Disease,108,5,echinococcus,67,18,cow,0,healthy,0,healthy,1,FALSE
1,181,1,Disease,109,5,echinococcus,68,35,lion,1,infected,1,infected,1,FALSE
1,182,1,Disease,110,5,echinococcus,69,45,rat,0,healthy,0,healthy,1,FALSE
1,183,1,Disease,111,5,echinococcus,70,28,goat,0,healthy,1,infected,0,FALSE
1,184,1,Disease,112,5,echinococcus,71,44,rabbit,0,healthy,0,healthy,1,FALSE
1,185,1,Disease,113,5,echinococcus,72,1,antelope,0,healthy,0,healthy,1,FALSE
1,186,1,Disease,114,5,echinococcus,73,58,tiger,0,healthy,1,infected,0,FALSE
1,187,1,Disease,115,5,echinococcus,74,29,gorilla,0,healthy,1,infected,0,FALSE
1,188,1,Disease,116,5,echinococcus,75,21,dog,1,infected,0,healthy,0,FALSE
1,189,1,Disease,117,5,echinococcus,76,5,beaver,0,healthy,0,healthy,1,FALSE
1,190,1,Disease,118,5,echinococcus,77,27,giraffe,0,healthy,1,infected,0,FALSE
1,191,1,Disease,119,5,echinococcus,78,20,deer,0,healthy,0,healthy,1,FALSE
1,192,1,Disease,120,5,echinococcus,79,10,camel,0,healthy,1,infected,0,FALSE
1,193,1,Disease,121,5,echinococcus,80,31,horse,0,healthy,0,healthy,1,FALSE
1,194,1,Disease,122,5,echinococcus,81,60,zebra,0,healthy,0,healthy,1,FALSE
1,195,1,Disease,123,5,echinococcus,82,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,196,1,Disease,124,5,echinococcus,83,11,cat,1,infected,0,healthy,0,FALSE
1,197,1,Disease,125,5,echinococcus,84,37,monkey,0,healthy,1,infected,0,FALSE
1,198,1,Disease,126,5,echinococcus,85,18,cow,0,healthy,0,healthy,1,FALSE
1,199,1,Disease,127,5,echinococcus,86,60,zebra,0,healthy,0,healthy,1,FALSE
1,200,1,Disease,128,5,echinococcus,87,10,camel,0,healthy,1,infected,0,FALSE
1,201,1,Disease,129,5,echinococcus,88,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,202,1,Disease,130,5,echinococcus,89,45,rat,0,healthy,0,healthy,1,FALSE
1,203,1,Disease,131,5,echinococcus,90,58,tiger,0,healthy,1,infected,0,FALSE
1,204,1,Disease,132,5,echinococcus,91,11,cat,0,healthy,0,healthy,1,FALSE
1,205,1,Disease,133,5,echinococcus,92,49,sheep,0,healthy,0,healthy,1,FALSE
1,206,1,Disease,134,5,echinococcus,93,5,beaver,0,healthy,0,healthy,1,FALSE
1,207,1,Disease,135,5,echinococcus,94,27,giraffe,0,healthy,1,infected,0,FALSE
1,208,1,Disease,136,5,echinococcus,95,35,lion,0,healthy,1,infected,0,FALSE
1,209,1,Disease,137,5,echinococcus,96,28,goat,0,healthy,1,infected,0,FALSE
1,210,1,Disease,138,5,echinococcus,97,14,chimpanzee,0,healthy,1,infected,0,FALSE
1,211,1,Disease,139,5,echinococcus,98,21,dog,1,infected,0,healthy,0,FALSE
1,212,1,Disease,140,5,echinococcus,99,29,gorilla,0,healthy,1,infected,0,FALSE
1,213,1,Disease,141,5,echinococcus,100,22,elephant,0,healthy,1,infected,0,FALSE
1,214,1,Disease,142,5,echinococcus,101,1,antelope,0,healthy,0,healthy,1,FALSE
1,215,1,Disease,143,5,echinococcus,102,44,rabbit,0,healthy,0,healthy,1,FALSE
1,216,1,Disease,144,5,echinococcus,103,37,monkey,0,healthy,1,infected,0,FALSE
1,217,1,Disease,145,5,echinococcus,104,20,deer,0,healthy,0,healthy,1,FALSE
1,218,1,Disease,146,5,echinococcus,105,31,horse,0,healthy,0,healthy,1,FALSE
1,219,1,Disease,147,5,echinococcus,106,20,deer,0,healthy,0,healthy,1,FALSE
1,220,1,Disease,148,5,echinococcus,107,27,giraffe,0,healthy,1,infected,0,FALSE
1,221,1,Disease,149,5,echinococcus,108,29,gorilla,0,healthy,1,infected,0,FALSE
1,222,1,Disease,150,5,echinococcus,109,18,cow,1,infected,0,healthy,0,FALSE
1,223,1,Disease,151,5,echinococcus,110,58,tiger,0,healthy,1,infected,0,FALSE
1,224,1,Disease,152,5,echinococcus,111,60,zebra,0,healthy,0,healthy,1,FALSE
1,225,1,Disease,153,5,echinococcus,112,21,dog,0,healthy,0,healthy,1,FALSE
1,226,1,Disease,154,5,echinococcus,113,49,sheep,0,healthy,0,healthy,1,FALSE
1,227,1,Disease,155,5,echinococcus,114,45,rat,0,healthy,0,healthy,1,FALSE
1,228,1,Disease,156,5,echinococcus,115,28,goat,0,healthy,1,infected,0,FALSE
1,229,1,Disease,157,5,echinococcus,116,14,chimpanzee,0,healthy,1,infected,0,FALSE
1,230,1,Disease,158,5,echinococcus,117,31,horse,0,healthy,0,healthy,1,FALSE
1,231,1,Disease,159,5,echinococcus,118,35,lion,0,healthy,1,infected,0,FALSE
1,232,1,Disease,160,5,echinococcus,119,10,camel,0,healthy,1,infected,0,FALSE
1,233,1,Disease,161,5,echinococcus,120,22,elephant,1,infected,1,infected,1,FALSE
1,234,1,Disease,162,5,echinococcus,121,5,beaver,0,healthy,0,healthy,1,FALSE
1,235,1,Disease,163,5,echinococcus,122,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,236,1,Disease,164,5,echinococcus,123,37,monkey,1,infected,1,infected,1,FALSE
1,237,1,Disease,165,5,echinococcus,124,44,rabbit,0,healthy,0,healthy,1,FALSE
1,238,1,Disease,166,5,echinococcus,125,11,cat,0,healthy,0,healthy,1,FALSE
1,239,1,Disease,167,5,echinococcus,126,1,antelope,0,healthy,0,healthy,1,FALSE
1,240,1,Disease,168,5,echinococcus,127,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,241,1,Disease,169,5,echinococcus,128,27,giraffe,0,healthy,1,infected,0,FALSE
1,242,1,Disease,170,5,echinococcus,129,5,beaver,0,healthy,0,healthy,1,FALSE
1,243,1,Disease,171,5,echinococcus,130,28,goat,0,healthy,1,infected,0,FALSE
1,244,1,Disease,172,5,echinococcus,131,1,antelope,0,healthy,0,healthy,1,FALSE
1,245,1,Disease,173,5,echinococcus,132,45,rat,0,healthy,0,healthy,1,FALSE
1,246,1,Disease,174,5,echinococcus,133,58,tiger,1,infected,1,infected,1,FALSE
1,247,1,Disease,175,5,echinococcus,134,31,horse,0,healthy,0,healthy,1,FALSE
1,248,1,Disease,176,5,echinococcus,135,21,dog,0,healthy,0,healthy,1,FALSE
1,249,1,Disease,177,5,echinococcus,136,22,elephant,0,healthy,1,infected,0,FALSE
1,250,1,Disease,178,5,echinococcus,137,20,deer,0,healthy,0,healthy,1,FALSE
1,251,1,Disease,179,5,echinococcus,138,35,lion,0,healthy,1,infected,0,FALSE
1,252,1,Disease,180,5,echinococcus,139,37,monkey,0,healthy,1,infected,0,FALSE
1,253,1,Disease,181,5,echinococcus,140,11,cat,1,infected,0,healthy,0,FALSE
1,254,1,Disease,182,5,echinococcus,141,44,rabbit,0,healthy,0,healthy,1,FALSE
1,255,1,Disease,183,5,echinococcus,142,29,gorilla,0,healthy,1,infected,0,FALSE
1,256,1,Disease,184,5,echinococcus,143,14,chimpanzee,0,healthy,1,infected,0,FALSE
1,257,1,Disease,185,5,echinococcus,144,60,zebra,0,healthy,0,healthy,1,FALSE
1,258,1,Disease,186,5,echinococcus,145,18,cow,0,healthy,0,healthy,1,FALSE
1,259,1,Disease,187,5,echinococcus,146,49,sheep,0,healthy,0,healthy,1,FALSE
1,260,1,Disease,188,5,echinococcus,147,10,camel,0,healthy,1,infected,0,FALSE
1,261,1,Disease,189,5,echinococcus,148,31,horse,0,healthy,0,healthy,1,FALSE
1,262,1,Disease,190,5,echinococcus,149,28,goat,0,healthy,1,infected,0,FALSE
1,263,1,Disease,191,5,echinococcus,150,21,dog,0,healthy,0,healthy,1,FALSE
1,264,1,Disease,192,5,echinococcus,151,44,rabbit,0,healthy,0,healthy,1,FALSE
1,265,1,Disease,193,5,echinococcus,152,29,gorilla,0,healthy,1,infected,0,FALSE
1,266,1,Disease,194,5,echinococcus,153,35,lion,1,infected,1,infected,1,FALSE
1,267,1,Disease,195,5,echinococcus,154,37,monkey,0,healthy,1,infected,0,FALSE
1,268,1,Disease,196,5,echinococcus,155,22,elephant,1,infected,1,infected,1,FALSE
1,269,1,Disease,197,5,echinococcus,156,14,chimpanzee,1,infected,1,infected,1,FALSE
1,270,1,Disease,198,5,echinococcus,157,49,sheep,0,healthy,0,healthy,1,FALSE
1,271,1,Disease,199,5,echinococcus,158,18,cow,1,infected,0,healthy,0,FALSE
1,272,1,Disease,200,5,echinococcus,159,15,chipmunk,0,healthy,0,healthy,1,FALSE
1,273,1,Disease,201,5,echinococcus,160,27,giraffe,0,healthy,1,infected,0,FALSE
1,274,1,Disease,202,5,echinococcus,161,58,tiger,0,healthy,1,infected,0,FALSE
1,275,1,Disease,203,5,echinococcus,162,45,rat,0,healthy,0,healthy,1,FALSE
1,276,1,Disease,204,5,echinococcus,163,10,camel,0,healthy,1,infected,0,FALSE
1,277,1,Disease,205,5,echinococcus,164,60,zebra,0,healthy,0,healthy,1,FALSE
1,278,1,Disease,206,5,echinococcus,165,20,deer,0,healthy,0,healthy,1,FALSE
1,279,1,Disease,207,5,echinococcus,166,5,beaver,0,healthy,0,healthy,1,FALSE
1,280,1,Disease,208,5,echinococcus,167,11,cat,1,infected,0,healthy,0,FALSE
1,281,1,Disease,209,5,echinococcus,168,1,antelope,0,healthy,0,healthy,1,FALSE
1,282,2,TSA,1,1,2005,1,51,sparklers,0,permitted,1,prohibited,0,FALSE
1,283,2,TSA,2,1,2005,2,7,brass knuckles,0,permitted,0,permitted,1,FALSE
1,284,2,TSA,3,1,2005,3,47,saws,0,permitted,0,permitted,1,FALSE
1,285,2,TSA,4,1,2005,4,17,common lighters,0,permitted,0,permitted,1,FALSE
1,286,2,TSA,5,1,2005,5,43,power tools,0,permitted,0,permitted,1,FALSE
1,287,2,TSA,6,1,2005,6,19,crowbars,0,permitted,0,permitted,1,FALSE
1,288,2,TSA,7,1,2005,7,36,meat cleavers,0,permitted,0,permitted,1,FALSE
1,289,2,TSA,8,1,2005,8,24,gas torches,0,permitted,0,permitted,1,FALSE
1,290,2,TSA,9,1,2005,9,52,starter pistols,0,permitted,0,permitted,1,FALSE
1,291,2,TSA,10,1,2005,10,26,gel shoe inserts,0,permitted,1,prohibited,0,FALSE
1,292,2,TSA,11,1,2005,11,53,strike-anywhere matches,0,permitted,0,permitted,1,FALSE
1,293,2,TSA,12,1,2005,12,48,scissors,0,permitted,0,permitted,1,FALSE
1,294,2,TSA,13,1,2005,13,50,snow globes,0,permitted,1,prohibited,0,FALSE
1,295,2,TSA,14,1,2005,14,41,party poppers,0,permitted,0,permitted,1,FALSE
1,296,2,TSA,15,1,2005,15,54,stun guns,0,permitted,0,permitted,1,FALSE
1,297,2,TSA,16,1,2005,16,56,swords,0,permitted,0,permitted,1,FALSE
1,298,2,TSA,17,1,2005,17,25,gel heating pads,1,prohibited,1,prohibited,1,FALSE
1,299,2,TSA,18,1,2005,18,4,bb guns,0,permitted,0,permitted,1,FALSE
1,300,2,TSA,19,1,2005,19,12,cattle prods,0,permitted,0,permitted,1,FALSE
1,301,2,TSA,20,1,2005,20,30,gunpowders,0,permitted,0,permitted,1,FALSE
1,302,2,TSA,21,1,2005,21,57,throwing stars,0,permitted,0,permitted,1,FALSE
1,303,2,TSA,22,4,2009,1,7,brass knuckles,0,permitted,0,permitted,1,FALSE
1,304,2,TSA,23,4,2009,2,12,cattle prods,0,permitted,0,permitted,1,FALSE
